"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
13,"1","2025-10-26T06:34:06.603430Z",13,"/data/upload/1/cfc37129-IMG_0038.jpg","[{""x"":22.12205498489939,""y"":15.850064958682013,""width"":55.74757856194669,""height"":24.223650208464882,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":32.29820027795313,""y"":66.94686889805179,""width"":41.88442410474291,""height"":24.721396445625025,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":44.53907070293076,""y"":47.20293482402907,""width"":50.73324609870271,""height"":12.526613635199368,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":4.129450263847888,""y"":41.89364162765324,""width"":31.56079844512322,""height"":22.564496084597426,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",118.28999999999999,"2025-11-02T09:27:10.430739Z"
14,"1","2025-10-26T06:35:44.520887Z",14,"/data/upload/1/0a01d04d-IMG_0039.jpg","[{""x"":3.224506247480854,""y"":36.27569528415961,""width"":46.21792288055891,""height"":27.327690447400236,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":24.50624748085449,""y"":66.86819830713421,""width"":57.6111782883246,""height"":14.873035066505452,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":58.68601370415154,""y"":34.703748488512694,""width"":35.68453580545478,""height"":25.513905683192256,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",83.24199999999999,"2025-11-02T09:27:41.470260Z"
15,"1","2025-10-26T06:36:24.919695Z",15,"/data/upload/1/8b59023b-IMG_0040.jpg","[{""x"":1.0748354158269515,""y"":32.76904474002418,""width"":48.152626629047454,""height"":27.690447400241798,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":24.50624748085449,""y"":64.08706166868198,""width"":57.82614537149,""height"":14.510278113663782,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":58.47104662098616,""y"":31.07617896009673,""width"":35.039634555958614,""height"":26.239419588875453,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",75.907,"2025-11-02T09:28:27.796769Z"
16,"1","2025-10-26T06:37:29.104939Z",16,"/data/upload/1/3d7a199b-IMG_0041.jpg","[{""x"":0,""y"":30.108827085852464,""width"":48.36759371221282,""height"":27.81136638452235,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":16.98239957006583,""y"":62.031438935912945,""width"":58.90098078731694,""height"":14.389359129383312,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":55.24654037350529,""y"":30.471584038694072,""width"":36.759371221281725,""height"":27.448609431680772,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",109.851,"2025-11-02T09:29:18.709453Z"
17,"1","2025-10-26T06:40:16.557811Z",17,"/data/upload/1/83e08a65-IMG_0042.jpg","[{""x"":22.571543732365978,""y"":11.850060459492138,""width"":57.82614537148998,""height"":32.889963724304714,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":1.719736665323122,""y"":37.84764207980654,""width"":50.3022974607013,""height"":28.657799274486077,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":28.590622060996896,""y"":58.16203143893588,""width"":42.993416633078056,""height"":28.2950423216445,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":53.7417707913476,""y"":44.37726723095523,""width"":44.068252048904974,""height"":23.337363966142707,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",265.17199999999997,"2025-11-02T09:32:37.435266Z"
18,"1","2025-10-26T06:42:35.021293Z",18,"/data/upload/1/3d14e3e6-IMG_0043.jpg","[{""x"":1.3169069951769838,""y"":23.285317637528816,""width"":64.36382938927511,""height"":35.926868962172065,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":23.001477898696756,""y"":57.19467956469166,""width"":46.4328899637243,""height"":29.62515114873033,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":50.50241061692454,""y"":42.076756040241534,""width"":46.9343055189897,""height"":25.01104438840902,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",316.299,"2025-11-02T09:36:12.142669Z"
19,"1","2025-10-26T06:43:11.757641Z",19,"/data/upload/1/9bd7e0de-IMG_0044.jpg","[{""x"":0.2782124847852538,""y"":35.9937402190922,""width"":47.03649176992266,""height"":35.03386851157557,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":49.24360980699009,""y"":42.56651017214396,""width"":44.50470664503343,""height"":18.466353677621274,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",61.025999999999996,"2025-11-02T09:37:21.011133Z"
20,"1","2025-10-26T06:43:59.933774Z",20,"/data/upload/1/a0599ef6-IMG_0045.jpg","[{""x"":45.783351535589,""y"":43.58771642905202,""width"":51.870888581872364,""height"":21.68685072738431,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":1.7755316384992998,""y"":46.15589612045278,""width"":38.55440129312761,""height"":15.694431447449153,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",267.043,"2025-11-02T09:38:10.956883Z"
21,"1","2025-10-26T06:44:43.207541Z",21,"/data/upload/1/ab9f5427-IMG_0046.jpg","[{""x"":2.4430817887635308,""y"":32.70735524256638,""width"":37.61951602031306,""height"":22.53521126760558,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":43.12293514171445,""y"":40.06259780907667,""width"":51.46930968527208,""height"":21.42264100974077,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":3.6167623022083046,""y"":57.1376093814955,""width"":38.64112009799848,""height"":15.945332715530999,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",72.449,"2025-11-02T09:38:56.505893Z"
22,"1","2025-10-26T08:14:27.963959Z",22,"/data/upload/1/6f8b1c01-IMG_0047.jpg","[{""x"":2.542506870424675,""y"":45.25239212481187,""width"":50.905487865181044,""height"":21.416383650157158,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":54.84550534773146,""y"":34.54369206168926,""width"":37.41117252196348,""height"":20.941630249702765,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":53.280528657811544,""y"":57.34988876094542,""width"":39.13972484341598,""height"":16.61860091133759,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",123.838,"2025-11-02T09:39:37.666963Z"
23,"1","2025-10-26T08:15:37.811306Z",23,"/data/upload/1/e579a712-IMG_0048.jpg","[{""x"":18.906942392909905,""y"":62.43910116949033,""width"":56.74597385699879,""height"":23.904751245146556,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":22.845888724766127,""y"":38.847858197932055,""width"":40.177252584933534,""height"":23.781388478581974,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":27.310027900869894,""y"":15.8050221565731,""width"":41.92184934614163,""height"":18.42531820316964,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",93.12200000000001,"2025-11-02T09:40:05.285157Z"
24,"1","2025-10-26T08:17:59.160723Z",24,"/data/upload/1/53123eec-IMG_0049.jpg","[{""x"":23.689272686736988,""y"":64.11416955502871,""width"":57.85386571963661,""height"":23.610223978931188,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":36.238306253077305,""y"":38.10930576070901,""width"":40.96504185130477,""height"":24.224519940915798,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":3.0407068652729863,""y"":34.564254062038316,""width"":24.00672461347309,""height"":29.098966026587743,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":26.798733730522223,""y"":16.03049688977437,""width"":41.738932443775994,""height"":18.362592672613314,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",157.779,"2025-11-02T09:40:40.659778Z"
25,"1","2025-10-26T08:20:05.610007Z",25,"/data/upload/1/144e6af2-IMG_0050.jpg","[{""x"":35.83364845148498,""y"":64.53979616172784,""width"":49.24759231660931,""height"":26.14959970347869,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":46.479566715903495,""y"":40.472673559822745,""width"":35.450516986706056,""height"":23.19054652880355,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":11.55424257344493,""y"":34.71196454948298,""width"":25.209256523879827,""height"":33.97341211225998,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":37.551288363695974,""y"":15.657311669128507,""width"":39.652059740686035,""height"":20.531757754800612,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",176.29600000000002,"2025-11-02T09:41:33.879127Z"
26,"1","2025-10-26T08:20:55.462357Z",26,"/data/upload/1/2a428457-IMG_0051.jpg","[{""x"":8.870780945798181,""y"":51.845709706676956,""width"":66.53085709348629,""height"":26.876954200834604,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":14.717432023710625,""y"":21.906824014608187,""width"":48.1844692283129,""height"":26.990359070880178,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712}]",47.92,"2025-10-26T08:20:55.462393Z"
27,"1","2025-10-26T08:22:01.546081Z",27,"/data/upload/1/fc8823fc-IMG_0053.jpg","[{""x"":40.161657033343715,""y"":48.59176290581221,""width"":53.42934730328756,""height"":21.784113078353805,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":41.23741570387964,""y"":24.30542246242256,""width"":39.26519147456352,""height"":21.784113078353744,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":5.91667268794795,""y"":38.62645976393293,""width"":28.686897880959755,""height"":20.876441700089067,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",59.454,"2025-10-26T08:22:01.546111Z"
28,"1","2025-10-26T08:23:16.693321Z",28,"/data/upload/1/610e57e5-IMG_0131.jpg","[{""x"":1.774858447901682,""y"":58.08627647678237,""width"":51.30954422115774,""height"":20.96551541583869,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":57.27952263682708,""y"":23.96058904667274,""width"":35.4971689580337,""height"":20.420956573868818,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":31.302048990266073,""y"":30.586054957305738,""width"":19.523442926918534,""height"":25.77578518657219,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":56.15006726088965,""y"":49.64561442624996,""width"":34.69041511807837,""height"":14.430809312200637,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",73.571,"2025-10-26T08:23:16.693340Z"
29,"1","2025-10-26T08:24:24.921084Z",29,"/data/upload/1/dcb500c7-IMG_0132.jpg","[{""x"":4.464139176103719,""y"":58.050221565731164,""width"":51.731495158378436,""height"":21.71344165435742,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":3.9389463318562288,""y"":42.245199409158054,""width"":46.74216313802724,""height"":11.816838995568673,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":58.82159855571967,""y"":23.485967503692752,""width"":36.50090267520101,""height"":21.270310192023647,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":58.82159855571968,""y"":49.48301329394387,""width"":35.97570983095354,""height"":14.623338257016243,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",66.53,"2025-10-26T08:24:24.921114Z"
30,"1","2025-10-26T08:25:34.173308Z",30,"/data/upload/1/59a6a774-IMG_0133.jpg","[{""x"":0,""y"":53.3234859675037,""width"":53.307073691120934,""height"":21.565731166912848,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":1.0503856884949943,""y"":37.075332348596746,""width"":47.79254882652224,""height"":12.112259970457908,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":57.246020022977184,""y"":49.48301329394387,""width"":39.652059740686035,""height"":20.08862629246677,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":56.31595193544739,""y"":30.021584691991997,""width"":36.555251845885905,""height"":15.356711003627568,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",100.056,"2025-11-02T09:42:53.758778Z"
31,"1","2025-10-26T08:28:03.828796Z",31,"/data/upload/1/bd90d5c3-IMG_0134.jpg","[{""x"":2.625964221237486,""y"":53.32348596750369,""width"":49.89332020351222,""height"":20.531757754800577,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":3.151157065484983,""y"":36.336779911373704,""width"":46.4795667159035,""height"":12.112259970457906,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":58.82159855571969,""y"":51.8463810930576,""width"":37.813884785819795,""height"":19.202363367799112,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":58.296405711472175,""y"":33.53028064992615,""width"":34.925324142458564,""height"":14.327917282127025,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",132.874,"2025-10-26T08:28:03.828834Z"
32,"1","2025-10-26T08:29:54.534159Z",32,"/data/upload/1/a2ac543d-IMG_0135.jpg","[{""x"":1.0503856884949943,""y"":53.4711964549482,""width"":51.46889873625473,""height"":21.27031019202362,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":56.983423600853435,""y"":52.73264401772526,""width"":35.975709830953555,""height"":21.122599704579017,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":0.26259642212374856,""y"":37.51846381093058,""width"":48.84293451501725,""height"":11.225997045790184,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":56.44713515492782,""y"":25.75574365175311,""width"":28.8542191083266,""height"":22.249093107617757,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",134.328,"2025-11-02T09:43:33.390189Z"
33,"1","2025-10-26T08:38:32.750513Z",33,"/data/upload/1/a1493947-IMG_0136.jpg","[{""x"":0,""y"":52.33386222468839,""width"":56.35866657632748,""height"":30.51353617406401,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":52.721894863714006,""y"":46.96726220065909,""width"":46.16319023951924,""height"":27.24384997742125,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":11.351604157258997,""y"":24.9735291459698,""width"":45.78480343427768,""height"":25.61205687981536,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":52.46963699355269,""y"":21.709942950757828,""width"":40.86577496613142,""height"":24.618791516055026,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",324.207,"2025-11-02T09:44:55.133043Z"
34,"1","2025-10-26T08:42:11.898850Z",34,"/data/upload/1/22c5c265-IMG_0137.jpg","[{""x"":0.4482522636533881,""y"":50.31260139044531,""width"":51.43424165047382,""height"":29.039952190703193,""rotation"":0,""rectanglelabels"":[""maggi""],""original_width"":3213,""original_height"":5712},{""x"":52.378144781290004,""y"":50.76383801064858,""width"":43.219687245857905,""height"":23.09552037200482,""rotation"":0,""rectanglelabels"":[""Jim_jam""],""original_width"":3213,""original_height"":5712},{""x"":17.493682932847353,""y"":26.279113405740546,""width"":37.251254245239615,""height"":23.269170901118287,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":58.65528983366464,""y"":28.76810432302434,""width"":36.3251180899708,""height"":19.911927338270385,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",310.332,"2025-11-02T09:46:17.069663Z"
35,"1","2025-10-26T08:42:55.920078Z",35,"/data/upload/1/be113af2-IMG_0138.jpg","[{""x"":20.298861381148665,""y"":55.90503562699165,""width"":55.30974156147849,""height"":14.036941987193568,""rotation"":0,""rectanglelabels"":[""dairy_milk""],""original_width"":3213,""original_height"":5712},{""x"":24.29128039768911,""y"":28.415961305925013,""width"":45.14308746473195,""height"":20.07255139056833,""rotation"":0,""rectanglelabels"":[""pears_soap""],""original_width"":3213,""original_height"":5712}]",63.333999999999996,"2025-11-02T09:46:46.226719Z"
